Financial_Mapping_Ledger_2026-09-13_v172.txt
================================================================================
MERCHANT & PAYEE MAPPING LEDGER
Date: 2026-09-13 (Version 172)
Role: Deterministic Dictionary for CSV/PDF Transaction Mapping & Batch Accumulator
File Name: Financial_Mapping_Ledger_2026-09-13_v172.txt
================================================================================
Merchant_String                     | Target_Label                        | Status         | Hit_Count | Last_Seen
"KMM Men's Cotton Full Thick Cush.. | Clothes                             | [MAPPED]       | 1         | 2025-03
wirarpa Men's Underwear Modal Mic.. | Clothes                             | [MAPPED]       | 1         | 2025-03
Lavazza Decaf Dark Espresso Roast Whole* | Food                                | [MAPPED]       | 2         | 2025-03
Coffee Machine Filters Replacement for D* | Cookware                            | [MAPPED]       | 2         | 2025-03
Heatuff 12 Pairs Men's Cotton Performanc* | Clothes                             | [MAPPED]       | 2         | 2025-03
Aolesy Men's 2 Pack Gym Shorts 2 in 1 Ru* | Clothes                             | [MAPPED]       | 2         | 2025-03
KMM Men's Cotton Full Thick Cushion Crew* | Clothes                             | [MAPPED]       | 2         | 2025-03
wirarpa Men's Underwear Modal Microfiber* | Clothes                             | [MAPPED]       | 2         | 2025-03
UPS*1Z43P6NT6803475227              | Shipping                            | [MAPPED]       | 3         | 2025-03
PAYPAL *PADDLE.NET                  | Software                            | [MAPPED]       | 3         | 2025-03
PAYPAL *DELONGHI DELONGHI           | Cookware                            | [MAPPED]       | 5         | 2025-03
PAYPAL *B H PHOTO                   | Electronic_Equipment                | [MAPPED]       | 6         | 2025-03
SP LECTRON EV                       | Car                                 | [MAPPED]       | 6         | 2025-03
LiCB CR2032 3V Lithium Battery(10.. | Electronic_Equipment                | [MAPPED]       | 1         | 2025-04
Niorasen Men's Cotton Crew Work S.. | Clothes                             | [MAPPED]       | 1         | 2025-04
CTEK - 40-206 MXS 5.0 Fully Autom.. | Car                                 | [MAPPED]       | 1         | 2025-04
NOCO GENIUS5, 5A Smart Car Batter.. | Car                                 | [MAPPED]       | 1         | 2025-04
Nutricost Huperzine A Capsules 20.. | Supplements                         | [MAPPED]       | 1         | 2025-04
TheraBreath Healthy Gums Mouthwas.. | Hygene                              | [MAPPED]       | 1         | 2025-04
NatureBell Citicoline Supplements.. | Supplements                         | [MAPPED]       | 1         | 2025-04
Nutricost Bacopa Monnieri 1,000mg.. | Supplements                         | [MAPPED]       | 1         | 2025-04
PreserVision AREDS 2 Eye Vitamin .. | Supplements                         | [MAPPED]       | 1         | 2025-04
Starwest Botanicals Organic Slipp.. | Supplements                         | [MAPPED]       | 1         | 2025-04
Safe Catch Canned Wild Tuna Fish,.. | Food                                | [MAPPED]       | 1         | 2025-04
Brunswick Boneless Kipper Style H.. | Food                                | [MAPPED]       | 1         | 2025-04
LiCB CR2032 3V Lithium Battery(10-Pack)* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-04
Niorasen Men's Cotton Crew Work Socks, 5* | Clothes                             | [MAPPED]       | 2         | 2025-04
CTEK - 40-206 MXS 5.0 Fully Automatic 4.* | Car                                 | [MAPPED]       | 2         | 2025-04
NOCO GENIUS5, 5A Smart Car Battery Charg* | Car                                 | [MAPPED]       | 2         | 2025-04
PreserVision AREDS 2 Eye Vitamin & Miner* | Supplements                         | [MAPPED]       | 2         | 2025-04
Canon 067 Black Toner Cartridge, Compati* | Office_Supplies                     | [MAPPED]       | 2         | 2025-04
Starwest Botanicals Organic Slippery Elm* | Supplements                         | [MAPPED]       | 2         | 2025-04
Draft 1235                          | Lawn_Service                        | [MAPPED]       | 3         | 2025-04
PAYPAL *PIRININTERN                 | Food                                | [MAPPED]       | 3         | 2025-04
NOW GABA 500 mg,200 Veg Capsules    | Supplements                         | [MAPPED]       | 3         | 2025-04
Kindle Svcs*661A02L63               | Kindle_Books                        | [MAPPED]       | 3         | 2025-04
UPS*1Z43P6NT0311588033              | Shipping                            | [MAPPED]       | 3         | 2025-04
CYBERSRC                            | Software                            | [MAPPED]       | 9         | 2025-04
GOOGLE *Ride with GPS               | Ride_With_GPS                       | [MAPPED]       | 2         | 2025-06
THE HOME DEPOT #0234                | House_Maintenance                   | [MAPPED]       | 2         | 2025-06
Keenso Clipless Pedal Adapter, 1 Pair Al* | Fitness                             | [MAPPED]       | 2         | 2025-06
Rock N Roll Gold Chain Lubricant, 16-Oun* | Fitness                             | [MAPPED]       | 2         | 2025-06
aliexpress                          | Electronic_Equipment                | [MAPPED]       | 2         | 2025-06
Park Tool CM-5.3 - Cyclone Chain Scrubbe* | Fitness                             | [MAPPED]       | 2         | 2025-06
Specialized                         | Fitness                             | [MAPPED]       | 2         | 2025-06
3x Duracell Photo DL CR1/3N 2L76 3V Lith* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-06
WWW.FBBBROWN.COM                    | Fitness                             | [MAPPED]       | 2         | 2025-06
SP FIT2RUN                          | Fitness                             | [MAPPED]       | 2         | 2025-06
Lamborsafe Backpack Tether for Garmin Ha* | Fitness                             | [MAPPED]       | 2         | 2025-06
WALGREENS #21339                    | Outdoors                            | [MAPPED]       | 2         | 2025-06
Tough Bison Bear Bag for Backpacking - O* | Outdoors                            | [MAPPED]       | 2         | 2025-06
Quest Nutrition Ultimate Variety Pack Pr* | Food                                | [MAPPED]       | 2         | 2025-06
camping moon Fuel Canister Refill Adapte* | Outdoors                            | [MAPPED]       | 2         | 2025-06
Skratch Labs Hydration Powder | Sport Dr* | Food                                | [MAPPED]       | 2         | 2025-06
BASS PRO STORE ORLANDO              | Outdoors                            | [MAPPED]       | 2         | 2025-06
New One Z-Wave Plug 700 Series, Zwave Re* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-06
Bose Corporation                    | Electronic_Equipment                | [MAPPED]       | 2         | 2025-06
Spectrum Essentials Organic Ground Premi* | Supplements                         | [MAPPED]       | 2         | 2025-06
Navitas Organics Chia Seeds - For Chia P* | Supplements                         | [MAPPED]       | 2         | 2025-06
2000 MG Liposomal Nicotinamide Riboside* | Supplements                         | [MAPPED]       | 2         | 2025-06
Lions Mane Supplement Mushroom Capsules* | Supplements                         | [MAPPED]       | 2         | 2025-06
7-ELEVEN 38204                      | Car                                 | [MAPPED]       | 2         | 2025-06
REI #174 WINTER PARK                | Outdoors                            | [MAPPED]       | 2         | 2025-06
Withings Sleep - Sleep Tracking Pad Unde* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-06
BILLIE SWAMP CAFE                   | Food                                | [MAPPED]       | 2         | 2025-06
WAWA 5370                           | Food                                | [MAPPED]       | 2         | 2025-06
Trek Store Clermont                 | Fitness                             | [MAPPED]       | 4         | 2025-06
SP GOHUNT.COM SHOP                  | Outdoors                            | [MAPPED]       | 4         | 2025-06
BASS PRO ONLINE U.S.                | Outdoors                            | [MAPPED]       | 6         | 2025-06
TST* TACO TRAIL                     | Food                                | [MAPPED]       | 2         | 2025-07
TST*FLAPJACKS GATLINBUR             | Food                                | [MAPPED]       | 2         | 2025-07
LOG CABIN PANCAKE HOUSE             | Food                                | [MAPPED]       | 2         | 2025-07
TIL*PL CICIS PIZZA 900              | Food                                | [MAPPED]       | 2         | 2025-07
BP#2043263PIGEON FORGE F            | Car                                 | [MAPPED]       | 2         | 2025-07
SHELL OIL 10012291000               | Car                                 | [MAPPED]       | 2         | 2025-07
RACEWAY 6705  00067058              | Car                                 | [MAPPED]       | 2         | 2025-07
WM SUPERCENTER #1220                | Food                                | [MAPPED]       | 2         | 2025-07
Eneloop Panasonic BK-4MCCA8BA AAA 2100 C* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-07
Canon Genuine 067 Cyan Toner Cartridge C* | Office_Supplies                     | [MAPPED]       | 2         | 2025-07
S R M USA                           | Fitness                             | [MAPPED]       | 2         | 2025-07
PUBLIX #750                         | Food                                | [MAPPED]       | 2         | 2025-07
TESLA SUPERCHARGER_SUBS U           | Car                                 | [MAPPED]       | 4         | 2025-07
SMITH &amp; SON CORNER KITCH        | Food                                | [MAPPED]       | 6         | 2025-07
PAYPAL *UPS US SHIP                 | Shipping                            | [MAPPED]       | 8         | 2025-07
GOOGLE *MEGA                        | Software                            | [MAPPED]       | 2         | 2025-08
iMongol Pure Cashmere Thick Unisex Men W* | Clothes                             | [MAPPED]       | 2         | 2025-08
HILLEBERG ONLINE                    | Fitness                             | [MAPPED]       | 2         | 2025-08
Travel Sewing Kit, Mini Sewing Kit Trave* | Clothes                             | [MAPPED]       | 2         | 2025-08
SP RIDGE MERINO                     | Outdoors                            | [MAPPED]       | 2         | 2025-08
GEAR AID Tenacious Tape Repair Patches f* | Clothes                             | [MAPPED]       | 2         | 2025-08
GEAR AID Nylon Tent and Sleeping Pad Rep* | Outdoors                            | [MAPPED]       | 2         | 2025-08
Kindle Svcs*VC60F85E3               | Kindle_Books                        | [MAPPED]       | 2         | 2025-08
Kindle Svcs*2S5LP5SL3               | Kindle_Books                        | [MAPPED]       | 2         | 2025-08
SHEEP RUN 100% Merino Wool Men's Wicking* | Clothes                             | [MAPPED]       | 2         | 2025-08
BONE Bike Phone Charger Kit, Bike Power* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
Glad 6638985 18 gal Compactor Bags Key-L* | House_Maintenance                   | [MAPPED]       | 2         | 2025-08
AcuRite Suction Cup Thermometer, White -* | Outdoors                            | [MAPPED]       | 2         | 2025-08
Ultralight Backpacking Trowel Aluminum S* | Outdoors                            | [MAPPED]       | 2         | 2025-08
RØDE Charge Case for the Wireless GO II* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
Sicol Plus Package Delivery Signs (02 pa* | House_Maintenance                   | [MAPPED]       | 2         | 2025-08
BCY*BACKCOUNTRY.COM                 | Outdoors                            | [MAPPED]       | 2         | 2025-08
12INCH Short SC16 SC22 USB C to USB-C (B* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
Insta360 X4 Quick Reader*           | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
RHINO RESCUE EDC First Aid Kit for Trave* | Outdoors                            | [MAPPED]       | 2         | 2025-08
Eneloop Panasonic BK-3MCCA8BA AA 2100 Cy* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
MACKAYS Orange Marmalade with Whisky, 12* | Food                                | [MAPPED]       | 2         | 2025-08
Ceptics Italy Power Adapter, Type L plug* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
Sea to Summit Lightweight Dry Bag 3-Piec* | Outdoors                            | [MAPPED]       | 2         | 2025-08
HSMV MYDMVPORTAL                    | Car                                 | [MAPPED]       | 2         | 2025-08
TP-Link Festa FR205, Multi-WAN Wired Rou* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-08
MCDONALD'S F6205                    | Food                                | [MAPPED]       | 2         | 2025-08
BP#2796381HOLIDAY BP                | Car                                 | [MAPPED]       | 2         | 2025-08
Crest Pro-Health Enamel Repair and Gum T* | Hygene                              | [MAPPED]       | 4         | 2025-08
Samsung EVO Select microSDMemory Card +* | Electronic_Equipment                | [MAPPED]       | 4         | 2025-08
REI.COM  800-426-4840               | Outdoors                            | [MAPPED]       | 38        | 2025-08
Mercedes me Store                   | Car                                 | [MAPPED]       | 2         | 2025-09
ESR for MagSafe Power Bank, 0.55 in Ultr* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
ExpertPower® 3.6v 1500mAh Li-ion Replace* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
UGREEN Cat 8 Ethernet Cable 10FT, High S* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
TMOBILE*WEB UPGRADE                 | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
PAYPAL *2CO.COM                     | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
Spigen for Pixel 10/10 Pro Case, Paralla* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-09
PAYPAL *DENOMADES                   | Electronic_Equipment                | [MAPPED]       | 3         | 2025-09
Alloda Shoe Cleaner, Rich Foam Clean 80P* | Clothes                             | [MAPPED]       | 1         | 2025-09
Downy Rinse & Refresh Laundry Odor Remov* | House_Maintenance                   | [MAPPED]       | 2         | 2025-09
Pure Alaska Omega-3 Wild Alaskan Salmon* | Supplements                         | [MAPPED]       | 4         | 2025-09
HOSTINGER* HOSTINGER.C              | Website                             | [MAPPED]       | 2         | 2025-10
Ubluker 10K 8K 4K HDMI Cable 48Gbps 10 F* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-10
Speed Stick Men's Deodorant, Ocean Surf,* | Hygene                              | [MAPPED]       | 2         | 2025-10
NOW Foods Supplements, Astaxanthin 10mg,* | Supplements                         | [MAPPED]       | 2         | 2025-10
NOW Foods Supplements, Quercetin with Br* | Supplements                         | [MAPPED]       | 2         | 2025-10
VAFOTON PD 240W Short USB C Cable/USB 4.* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-10
PIZZA HUT 26572                     | Food                                | [MAPPED]       | 2         | 2025-10
IDRIVE.COM 855-8158706              | Cloud_Storage_IDrive                | [MAPPED]       | 2         | 2025-10
CLOUDFLARE* CLOUDFLARE              | Website                             | [MAPPED]       | 4         | 2025-10
TOPAZ LABS SOFTWARE                 | Photo                               | [MAPPED]       | 5         | 2025-10
Garmin                              | Outdoors                            | [MAPPED]       | 6         | 2025-10
SQ *HOME SERVICE NETWORK            | Electronic_Equipment                | [MAPPED]       | 8         | 2025-10
TheraBreath Healthy Gums Mouthwash Clean* | Hygene                              | [MAPPED]       | 10        | 2025-10
MW Polar Salmon Fillet, 7.05 Ounce  | Food                                | [MAPPED]       | 19        | 2025-10
FS *rankmath                        | Website                             | [MAPPED]       | 2         | 2025-11
ORLANDO INFINITI/ASTON M.           | Car                                 | [MAPPED]       | 2         | 2025-11
PADDLE.NET* BIT APPS                | Website                             | [MAPPED]       | 2         | 2025-11
MERCEDES-BENZ SO ORLANDO            | Car                                 | [MAPPED]       | 2         | 2025-11
ACTIVE Coffee Machine Descaler Descaling* | Cookware                            | [MAPPED]       | 2         | 2025-11
HOSTPAPA WEB HOSTING                | Website                             | [MAPPED]       | 5         | 2025-11
PAYPAL *SEOPRESS                    | Website                             | [MAPPED]       | 4         | 2025-11
IFTTT PRO+                          | IFTTT                               | [MAPPED]       | 5         | 2025-11
PANDORA*INTERNET RADIO              | Pandora                             | [MAPPED]       | 5         | 2025-11
TESLA SUPERCHARGER US               | Car                                 | [MAPPED]       | 15        | 2025-11
CTLP*AIR/TIRE OR VAC                | Car                                 | [MAPPED]       | 2         | 2025-12
AcuRite 02043 Digital Thermometer with I* | Electronic_Equipment                | [MAPPED]       | 2         | 2025-12
Organic Lions Mane Mushroom Capsules (12* | Supplements                         | [MAPPED]       | 2         | 2025-12
POLLOTROPICAL                       | Food                                | [MAPPED]       | 2         | 2025-12
POPEYES 12014                       | Food                                | [MAPPED]       | 2         | 2025-12
Nutricost Glucomannan 1,800mg Per Servin* | Supplements                         | [MAPPED]       | 4         | 2025-12
LE CAFE DE PARIS                    | Food                                | [MAPPED]       | 4         | 2025-12
RING STANDARD PLAN                  | Ring_Cameras                        | [MAPPED]       | 5         | 2025-12
PAYPAL *JOHNSON CRE                 | Software                            | [MAPPED]       | 5         | 2025-12
ABC FINE WINE/SPIRITS 052           | Food                                | [MAPPED]       | 10        | 2025-12
0627 GREAT CLIPS AT THE G           | Hygene                              | [MAPPED]       | 12        | 2025-12
Safe Catch Canned Wild Tuna Fish, Wild C* | Food                                | [MAPPED]       | 16        | 2025-12
SQ *GREENS FARM TO FORK             | Food                                | [MAPPED]       | 3         | 2026-01
Kindle Svcs*4A5LU2VW3               | Kindle_Books                        | [MAPPED]       | 2         | 2026-01
Technics Reference Class Hi-Fi Wireless* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-01
Kindle Svcs*877EJ61Q3               | Kindle_Books                        | [MAPPED]       | 2         | 2026-01
DD *CALIBURRITO                     | Food                                | [MAPPED]       | 2         | 2026-01
BILLY SIMS BBQ - LAWTO              | Food                                | [MAPPED]       | 2         | 2026-01
DD *DOORDASH CALIBURRI              | Food                                | [MAPPED]       | 2         | 2026-01
TST*FIRO FIRE KISSED PIZ            | Food                                | [MAPPED]       | 2         | 2026-01
GOOGLE *AllTrails Hike              | Outdoors                            | [MAPPED]       | 2         | 2026-01
EL RANCHO GRANDE                    | Food                                | [MAPPED]       | 2         | 2026-01
Bus Services Fee                    | Website                             | [MAPPED]       | 2         | 2026-01
SAMS CLUB #8263                     | Food                                | [MAPPED]       | 10        | 2026-01
CFX - E-PASS A/R                    | Car                                 | [MAPPED]       | 13        | 2026-01
NexStar DX2 USB 3.0 External Enclosure,* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-02
PLTPAYWEB                           | Website                             | [MAPPED]       | 2         | 2026-02
Nutricost Huperzine A Capsules 200mcg, 2* | Supplements                         | [MAPPED]       | 4         | 2026-02
NatureBell Citicoline Supplements, CDP C* | Supplements                         | [MAPPED]       | 4         | 2026-02
Nutricost Bacopa Monnieri 1,000mg, 120 C* | Supplements                         | [MAPPED]       | 4         | 2026-02
Brunswick Boneless Kipper Style Herring* | Food                                | [MAPPED]       | 15        | 2026-02
Conair Velvet Touch Paddle Cushion hair* | Hygene                              | [MAPPED]       | 2         | 2026-03
SHRED UNLIMITED YEAR                | Fitness                             | [MAPPED]       | 2         | 2026-03
Amazon Basics PAR20 LED Light Bulb, 50 W* | House_Maintenance                   | [MAPPED]       | 2         | 2026-03
MW Polar Herring, Kipper Snacks, 3.53-Ou* | Food                                | [MAPPED]       | 2         | 2026-03
Lenovo Idea Tab - College Tablet - 11″ 2* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-03
La Crosse Technology Atomic Wall/Table C* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-03
Canon Genuine 067 Magenta Toner Cartridg* | Office_Supplies                     | [MAPPED]       | 2         | 2026-03
ANNUAL MEMBERSHIP FEE               | Sapphire_Membership                 | [MAPPED]       | 5         | 2026-03
PAYPAL *DO MY OWN                   | Garden_Purchases                    | [MAPPED]       | 5         | 2026-03
PAYPAL *EBAY US                     | Electronic_Equipment                | [MAPPED]       | 23        | 2026-03
USB C Right Angle Cable 100W 6 inch 2Pac* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
Tadeto Soil pH Tester, High Accuracy Dig* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Chapin G364D Lawn and Garden Sprayer Bot* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
FLORIDA WILDFLOWER                  | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
THE HOME DEPOT 232                  | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Sun Joe Corded Wood Chipper Shredder and* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Battery Powered Backpack Sprayer 3.2 Gal* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Marvmys Women Cotton Nightgowns Oversize* | Clothes                             | [MAPPED]       | 2         | 2026-04
COMeap Short USB C Cable, 40Gbps USB4 4* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
AMAZON MKTPL*BG4WB2420              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
SpinFit Omni for True Wireless Earbuds &* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
AMAZON MKTPL*BC6Y66OM2              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
AMAZON MKTPL*BG3K319F2              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Amazon Fire TV Stick 4K Max streaming de* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
Oregon 54-026 Premium Bar and Chain Oil* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-04
Youtheory Men's Collagen - 5,000 mg Hydr* | Supplements                         | [MAPPED]       | 2         | 2026-04
TST*HAWKERS ASIAN STREE             | Food                                | [MAPPED]       | 2         | 2026-04
AMAZON MKTPL*B55XY3IZ2              | Garden_Purchases                    | [MAPPED]       | 1         | 2026-04
TL SUNSHINE MARKET PLA              | Food                                | [MAPPED]       | 2         | 2026-04
FS *Luminar                         | Photo                               | [MAPPED]       | 2         | 2026-04
HARD LAND Mens Hiking Cargo Shorts Water* | Clothes                             | [MAPPED]       | 2         | 2026-04
PAYPAL *SWITC84Y2                   | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
Brass (8 Pack) Tire Valve Caps Silver, P* | Fitness                             | [MAPPED]       | 2         | 2026-04
VCE Coaxial Cable Connector, RG6 Coax Ca* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
LUMITECO 20 Inch Tire Inflator Hose Adap* | Fitness                             | [MAPPED]       | 2         | 2026-04
SAMIKIVA (10 Pack) Bike Presta Valve Ste* | Fitness                             | [MAPPED]       | 2         | 2026-04
Tire Inflator Portable Air Compressor, 1* | Car                                 | [MAPPED]       | 2         | 2026-04
Pudolla Men's Hiking Cargo Shorts Quick* | Clothes                             | [MAPPED]       | 2         | 2026-04
AZLA SednaEarfit MAX TWS 6 Earbud Tips f* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-04
HARLAND CLARKE                      | Office_Supplies                     | [MAPPED]       | 2         | 2026-04
ALEXANDER INSURA                    | Car_Umbrella_Insurance              | [MAPPED]       | 4         | 2026-04
G Gradual Men's Hiking Cargo Shorts Stre* | Clothes                             | [MAPPED]       | 4         | 2026-04
Bronson Ashwagandha Extra Strength Stres* | Supplements                         | [MAPPED]       | 4         | 2026-04
Nautica Women's V-Neck Sleep Shirt, 100%* | Clothes                             | [MAPPED]       | 4         | 2026-04
AAA ACG FL0956 MEM AB               | AAA                                 | [MAPPED]       | 5         | 2026-04
Mighty Max Battery ML9-12 - 12 Volt 9 AH* | Electronic_Equipment                | [MAPPED]       | 8         | 2026-04
TRAVELERS PER INS                   | Car_Umbrella_Insurance              | [MAPPED]       | 10        | 2026-04
THE HOME DEPOT 261                  | House_Maintenance                   | [MAPPED]       | 20        | 2026-04
Buzbug LED Bug Zapper Indoor, 50000 H Lo* | House_Maintenance                   | [MAPPED]       | 3         | 2026-06
Electric Leaf Mulcher/Shredder: DEKOPRO* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
AMAZON MKTPL*BJ15R8F50              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
4 Pairs Cottonnerie Original Cotton Glov* | Hygene                              | [MAPPED]       | 1         | 2026-05
Plantskydd Animal Repellent - Repels Dee* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
Murphy's Naturals Mosquito & Tick Bug Re* | Outdoors                            | [MAPPED]       | 2         | 2026-05
Amazon.com*BV0ZC5EU2                | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
SOLIGT 72 Cell Self Watering Seed Starte* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
Doubleggs 70-Pack 3.15 inch Square Peat* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
10 Pack 1.5" Rain/Sprinkler Gauge, Wide* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
AMAZON MKTPL*BY8K00CK0              | Garden_Purchases                    | [MAPPED]       | 1         | 2026-05
Divine Bounty Acetyl L-Carnitine Capsule* | Supplements                         | [MAPPED]       | 2         | 2026-05
GQIRIL 50pcs Planting Grow Rings, Round* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
6 Set 9.6 inch Planting Grow Ring, 30Pcs* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
AMAZON MKTPL*BS3GP8KV2              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
NOW Supplements, L-Tyrosine 500 mg, Supp* | Supplements                         | [MAPPED]       | 2         | 2026-05
L Arginine Capsules with L-Citrulline 15* | Supplements                         | [MAPPED]       | 2         | 2026-05
7 in 1 Soil Meter, Digital Soil Test Kit* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-05
Ring Spotlight Cam Pro, Plug-In, Home or* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-05
WENDYS #21600                       | Food                                | [MAPPED]       | 2         | 2026-05
Amazon.com*BY6GG0XM2                | Hygene                              | [MAPPED]       | 2         | 2026-05
AMEX EPAYMENT                       | [IGNORE_TRANSFER]                   | [MAPPED]       | 7         | 2026-05
DO MY OWN                           | Garden_Purchases                    | [MAPPED]       | 4         | 2026-05
SUNPASS*ACC138344533                | Car                                 | [MAPPED]       | 4         | 2026-05
SPARKLING IMAGE #11                 | Car                                 | [MAPPED]       | 13        | 2026-05
WM SUPERCENTER #2499                | Food                                | [MAPPED]       | 24        | 2026-05
Subway 213                          | Food                                | [MAPPED]       | 42        | 2026-05
SQ *EVERBLUE POOL SERVICE           | Pool_Maintenance                    | [MAPPED]       | 43        | 2026-05
AMAZON MKTPL*KE4SW1613              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
AMC 0582 WEST OAKS 14               | Entertainment                       | [MAPPED]       | 2         | 2026-06
Fluorescent Orange Yard Marking Flags -* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Mack's Ear Dryer PRO Rechargeable Warm A* | Hygene                              | [MAPPED]       | 2         | 2026-06
BT-C2400 Battery Charger Analyzer Tester* | Electronic_Equipment                | [MAPPED]       | 2         | 2026-06
Deepthi Pure Neem Oil for Plants - 16.9* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Wesdxc56 Demitasse Espresso Spoons, Mini* | Cookware                            | [MAPPED]       | 2         | 2026-06
AMAZON MKTPL*S427G9UL3              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
LOWES #00670*                       | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
MURPHY EXPRESS 8633                 | Car                                 | [MAPPED]       | 2         | 2026-06
VEVOR Hose Reel Cart, Hold Up to 300 ft* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
FROOT FARMS  LLC                    | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
AMAZON MKTPL*4E2176PR3              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
ACE HARDWARE                        | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Innconee 80 Pcs Planting Grow Rings, Dia* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Pool Chlorine Floater for Pools Fits 3"* | House_Maintenance                   | [MAPPED]       | 2         | 2026-06
AMAZON MKTPL*KJ4PE7PF3              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
AMAZON MKTPL*BN56F1GC3              | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Eden 20051 Adjustable 180° & 360° Metal* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Garden Hose Protector, Flexible Hose Ext* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Amazon.com*J97R31R13                | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Garden Safe Brand TakeRoot Rooting Hormo* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
YELUN Garden Hose Swivel elbow Connector* | Garden_Purchases                    | [MAPPED]       | 3         | 2026-06
Advanced Clinicals Retinol Body Lotion &* | Hygene                              | [MAPPED]       | 2         | 2026-06
Valley Industries Multi-Purpose Measurin* | Cookware                            | [MAPPED]       | 2         | 2026-06
Ortho Home Defense Max Indoor Insect Bar* | House_Maintenance                   | [MAPPED]       | 2         | 2026-06
RMR Mold Stain Eraser Max Pack - No-Scru* | House_Maintenance                   | [MAPPED]       | 2         | 2026-06
UGREEN Magnetic Power Bank,10,000mAh Wir* | Electronic_Equipment                | [MAPPED]       | 1         | 2026-06
Hourleey Flat Soaker Hose 100 FT for Gar* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
Doubleggs 360 Cells Seed Starter Tray, 3* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
RAINPOINT WiFi Water Timer for Garden Ho* | Garden_Purchases                    | [MAPPED]       | 2         | 2026-06
